"Header","Principal Entity Name"
"PBXTRA","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"PBZAAR","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"PBZUAE","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"PCADWB","National Informatics Centre Services Inc"
"PCBANK","SHREE PARSWANATH CO.OPERATIVE BANK LTD"
"PCBBIH","National Informatics Centre Services Inc"
"PCBDLK","PEOPLES CO OPPERATIVE BANK LTD DHOLKA"
"PCBLEG","Directorate of Electronic Delivery of Citizen Services"
"PCBLTD","THE PRAGATI CO"
"PCCBNK","PORBANDAR COMMERCIAL COOPERATIVE BANK LIMITED"
"PCCJEW","PC CHANDRA JEWELRY APEX PVT LTD"
"PCCNET","PIYUSH COMPUTER CARE"
"PCCOLO","Resilient Farmer Private Limited"
"PCDFRN","Kistone Digital Technology Solutions Private Limited"
"PCDLED","Kistone Digital Technology Solutions Private Limited"
"PCGASU","Reliance Industries Limited"
"PCGCES","Reliance Industries Limited"
"PCGCPP","Reliance Industries Limited"
"PCGGAS","Reliance Industries Limited"
"PCGHSE","Reliance Industries Limited"
"PCGLAB","Reliance Industries Limited"
"PCGLOB","P C GLOBAL RESEARCH"
"PCGMFS","Reliance Industries Limited"
"PCGMMC","Reliance Industries Limited"
"PCGOGB","Reliance Industries Limited"
"PCGSEC","Reliance Industries Limited"
"PCGSSM","Reliance Industries Limited"
"PCGUTI","Reliance Industries Limited"
"PCHNDR","P CHANDRA INVESTMENT COMPANY"
"PCILTD","PARASAKTI CEMENT INDUSTRIES LIMITED"
"PCINFO","PRIYA COMMUNICATION"
"PCJCRM","PC Jeweller"
"PCJLMP","PC Jeweller"
"PCJQGC","PC Jeweller"
"PCJSMS","PC Jeweller"
"PCJWEL","PC Jeweller"
"PCMHSS","BUYSMS"
"PCOBNK","Prime Co.Op.Bank Ltd."
"PCONCT","ALEEVA RETAIL SOLUTIONS LLP"
"PCPNDT","National Informatics Centre Services Inc"
"PCRJPR","DEPARTMENT OF INFORMATION TECHNOLOGY AND COMMUNICATION"
"PCSBAL","PCS SECURITIES LIMITED"
"PCSBLC","PCS SECURITIES LIMITED"
"PCSBNK","Pune Cantonment Sahakari Bank Ltd"
"PCSFAO","PCS SECURITIES LIMITED"
"PCSSEC","PCS SECURITIES LIMITED"
"PCSTRD","PCS SECURITIES LIMITED"
"PCTBNK","THE PRODDATUR CO"
"PCUBNK","Pochampally Cooperative Urban Bank Ltd.,"
"PCXPRT","P C Expert"
"PCXSCH","P C Expert"
"PCXSMS","P C Expert"
"PCYBZR","VANSUN MEDIATECH PRIVATE LIMITED"
"PDANGL","XETA NETWORKS PRIVATE LIMITED"
"PDARPN","KG DIGITAL SOLUTIONS"
"PDCBNK","The Panchmahal District Co"
"PDCC","THE PARBHANI DISTRICT CENTRAL CO"
"PDCCBK","THE PUDUKKOTTAI DISTRICT CENTRAL CO"
"PDISMS","National Informatics Centre Services Inc"
"PDLITE","PIDILITE INDUSTRIES LIMITED"
"PDMSRI","PADAM SHREE TEX FAB PVT LTD"
"PDNGAL","XETA NETWORKS PRIVATE LIMITED"
"PDPSIN","Believeit Technologies Pvt Ltd"
"PDSGRS","National Informatics Centre Services Inc"
"PDSTRP","National Informatics Centre Services Inc"
"PDYREC","Department of Personnel and Administrative Reforms(Personnel Wing) Chief Secretariat Puducherry"
"PEACHM","Richium India Private Limited"
"PEACTC","V. PONNUSAMY EDUCATIONAL AND CHARITABLE TRUST"
"PEARLC","ASCENT HEALTH AND WELLNESS SOLUTIONS PRIVATE LIMITED"
"PEARLS","PEARL'S STUDIO/NISHAAYA"
"PEEAAR","PEE AAR SECURITIES LIMITED"
"PEENTE","PE ENTTERPRISE"
"PEENTP","PE ENTTERPRISE"
"PEGGPS","PEGASUS TELESECURE PVT LTD"
"PEHCHN","National Informatics Centre Services Inc"
"PELSFT","PEL SOFTLABS PRIVATE LIMITED"
"PEMHSB","Ink Worldwide"
"PEMSCL","KRIYAYOGA FOUNDATION TRUST"
"PEMSSH","Believeit Technologies Pvt Ltd"
"PENSON","National Informatics Centre Services Inc"
"PENTAS","PENTA TECHSOFT SOLUTION"
"PEOCIT","PEOCIT SOFTWARE SOLUTIONS PRIVATE LIMITED"
"PEOPAY","SEC2PAY INDIA E"
"PEOPLE","ADITYA BIRLA FASHION AND RETAIL LIMITED"
"PEPEJN","Pepe Jeans India Limited"
"PEPLCC","PRESTIGE ESTATES PROJECTS LTD UNIT"
"PEPLOT","PRESTIGE ESTATES PROJECTS LTD UNIT"
"PEPLRD","PERIPHERAL ENGINEERS PVT LTD"
"PEPPYP","PEPPY PRINTS PRIVATE LIMITED"
"PEPRFY","Trendsutra Platform Services Private Limited"
"PEPSIC","PEPSICO INDIA HOLDINGS PRIVATE LIMITED"
"PERFOS","Perfios Software Solutions Pvt Ltd"
"PERFUM","ONLINE PERFUMES PRIVATE LIMITED"
"PERIWL","BAGZONE LIFESTYLES PRIVATE LIMITED"
"PERLAB","Kavya Digital Marketing"
"PERPUL","Delvit Soutions Private Limited"
"PERTSL","Pert Telecom solutions private limited"
"PESBPL","PUNE e STOCK BROKING PVT LTD"
"PESBZR","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"PESMBA","PES University"
"PESOHQ","National Informatics Centre Services Inc"
"PESONG","National Informatics Centre Services Inc"
"PESSAT","eduquity career technologies PVT.LTD"
"PESUNI","PES University"
"PETERS","BUYSMS"
"PETPJA","PRAYOSHA FOOD SERVICES PVT LTD"
"PETROL","National Informatics Centre Services Inc"
"PETSTU","RAINBOW LIFESTYLE FACTORY PRIVATE LIMITED"
"PETVET","ZIVOTIN TECH CO"
"PEYWEY","SELECTIAL PEYWEY TECHNOLOGIES"
"PFAMES","Prime Focus Technologies Ltd."
"PFASHN","PURACKAL FASHIONS"
"PFGAME","Paytm First Games Private Limited"
"PFLOAN","Poonawalla Finance Private Limited"
"PFLPVH","PURACKAL FASHIONS"
"PFMENS","PURACKAL FASHIONS"
"PFNMFS","Quantum Information Services Private Limited"
"PFSAGR","AMICUS AGROTECH"
"PFSLTD","PEERLESS FINANCIAL SERVICES LIMITED"
"PFTECH","Prime Focus Technologies Ltd."
"PFTHTS","SRC SERVICES"
"PFUNDZ","PRUDENT CORPORATE ADVISORY SERVICES LTD"
"PGBBIC","GAUTAM BUDH BALAK INTER COLLEGE"
"PGBSMS","PUNJAB GRAMIN BANK"
"PGCCFM","National Informatics Centre Services Inc"
"PGCDEL","National Informatics Centre Services Inc"
"PGCONF","PARAHIT TECHNOLOGIES LIMITED"
"PGGSDL","MUTHOOT FINANCE LIMITED"
"PGHELP","National Informatics Centre Services Inc"
"PGICHD","POSTGRADUATE INSTITUTE OF MEDICAL EDUCATION AND RESEARCH"
"PGIINN","V"
"PGIMER","V"
"PGMEGH","National Informatics Centre Services Inc"
"PGMSMS","National Informatics Centre Services Inc"
"PGMSSH","National Informatics Centre Services Inc"
"PGPRTL","National Informatics Centre Services Inc"
"PGRAMS","National Informatics Centre Services Inc"
"PGRSPB","NIELIT CHANDIGARH"
"PGTRIP","National Informatics Centre Services Inc"
"PGVAPI","PRAMUKH GREEN CO"
"PGVCLG","Paschim Gujarat Vij Co. Ltd."
"PHALAK","ELECTRTONICS AND INFORMATION TECHNOLOGY DEPARTMENT,GOVERNMENT OF ODISHA"
"PHASRZ","Phasorz Technologies Private Limited"
"PHDEMO","National Informatics Centre Services Inc"
"PHEASY","91Streets Media Technologies Private Limited"
"PHEDHR","National Informatics Centre Services Inc"
"PHHCMS","PUNJAB AND HARYANA HIGH COURT"
"PHIATP","PHI SEEDS PRIVATE LIMITED"
"PHIFCA","PHI SEEDS PRIVATE LIMITED"
"PHIFRM","PHI SEEDS PRIVATE LIMITED"
"PHIPCC","PHI SEEDS PRIVATE LIMITED"
"PHIPVP","PHI SEEDS PRIVATE LIMITED"
"PHJANC","New Vision Printing Services Pvt Ltd"
"PHLMKT","PIRAMAL ENTEPRISES LIMITED"
"PHLOTC","PIRAMAL ENTEPRISES LIMITED"
"PHNIND","WALKOVER WEB SOLUTIONS PRIVATE LIMITED"
"PHNONS","Phonon Communications Private Limited"
"PHNSMS","WALKOVER WEB SOLUTIONS PRIVATE LIMITED"
"PHONDA","PENINSULAR HONDA COCHIN"
"PHONEP","PHONEPE PRIVATE LIMITED"
"PHONON","Phonon Communications Private Limited"
"PHONPE","PHONEPE PRIVATE LIMITED"
"PHOTON","PHOTON COMPETITION ZONE"
"PHRACK","Pharmarack Technologies Private Limited"
"PHRMSY","91Streets Media Technologies Private Limited"
"PHSTPA","PARAMOUNT HEALTH SERVICES & INSURANCE TPA PRIVATE LIMITED"
"PHYLOS","AETHER SOFTWARE SOLUTIONS PVT LTD"
"PHYSIO","TURNING POINT HEALTH CARE PVT LTD"
"PIAGIO","PIAGGIO VEHICLES PRIVATE LIMITED"
"PIALRT","Weblink In Pvt Ltd"
"PIBACR","National Informatics Centre Services Inc"
"PIBPLM","Probitas Insurance Brokers Pvt. Ltd."
"PIBSMS","National Informatics Centre Services Inc"
"PICKRR","PICKRR TECHNOLOGIES PRIVATE LIMITED"
"PICNMO","NEW PICK N MOVE"
"PIFERP","Pratham InfoTech Foundation"
"PIINDS","PI INDUSTRIES LIMITED"
"PIJPPL","THE PIJ PEOPLES CO"
"PIKQIK","PAYSWIFF SOLUTIONS PRIVATE LIMITED"
"PILLAI","PILLAI AND SONS MOTOR COMPANY"
"PIMRIN","EMPEROR SOLUTIONS PVT LTD"
"PIMSBI","STATE BANK OF INDIA"
"PINACL","Pinnacle Tele Services Private Limited"
"PINBOT","Pinnacle Tele Services Private Limited"
"PINBOX","PINBOX INCLUSION PRIVATE LIMITED"
"PINCLA","Pinnacle Tele Services Private Limited"
"PINCLE","Pinnacle Tele Services Private Limited"
"PINCLG","Pinnacle Tele Services Private Limited"
"PINCLM","Pinnacle Tele Services Private Limited"
"PINCLN","Pinnacle Tele Services Private Limited"
"PINCLP","Pinnacle Tele Services Private Limited"
"PINDEM","PING4SMS"
"PINECC","PINE LABS PRIVATE LIMITED"
"PINEIT","PINE LABS PRIVATE LIMITED"
"PINEME","PINE LABS PRIVATE LIMITED"
"PINEWS","Staqu Technologies Private Limited"
"PINFOS","Parrot Infosoft Pvt Ltd"
"PINGSM","PING4SMS"
"PINLOY","PINE LABS PRIVATE LIMITED"
"PINNCL","Pinnacle Tele Services Private Limited"
"PINOTP","Pinnacle Tele Services Private Limited"
"PINPRK","OAMA PARKING SOLUTIONS PRIVATE LIMITED"
"PINTEL","Pinnacle Tele Services Private Limited"
"PIOLAM","OLAM AGRO INDIA PRIVATE LIMITED"
"PIONER","EMPEROR SOLUTIONS PVT LTD"
"PIOWEB","Pioneer Infoworld"
"PIPARI","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"PIPEZZ","VINYL TUBES PRIVATE LTD"
"PIRCHF","PIRAMAL CAPITAL & HOUSING FINANCE LIMITED"
"PISBHW","Candour Systems"
"PISIRR","PATEL INSURANCE SERVICES"
"PISOFT","PRRATHAM INFOSOFT PVT LTD"
"PISPCS","Parrot Infosoft Pvt Ltd"
"PISRVR","Weblink In Pvt Ltd"
"PISTOL","PROPERTYPISTOL REALTY PVT LTD."
"PITASY","PITASYS SOFTWARES PRIVATE LIMITED"
"PITCRE","REVPRO TECHNOLOGIES LLP"
"PITCRU","REVPRO TECHNOLOGIES LLP"
"PITCRW","REVPRO TECHNOLOGIES LLP"
"PITDCC","Pithoragarh Zila Sahkari Bank Ltd. Pithoragarh"
"PITECH","Prestige India Technologies"
"PITINF","Prestige India Technologies"
"PITOBK","Pithoragarh Zila Sahkari Bank Ltd. Pithoragarh"
"PITSMS","Prestige India Technologies"
"PIXELS","Pixel Softwares"
"PIZZAH","KMP ENTERPRISES"
"PJAINJ","P JAIN JEWELLERS"
"PJDTIL","PJD TECHNOLOGIES INDIA LIMITED"
"PJJEWL","PRINCE GOLD AND DIAMONDS INDIA PRIVATE LIMITED"
"PJTECH","PRIJAY TECH"
"PKDFRM","PALAKKAD FORUM BANGALORE"
"PKEALM","Parmeshwarkrupa Electricals"
"PKFFIN","PKF FINANCE LTD"
"PKFINV","V"
"PKJAIN","PMPK WEALTH ADVISORS PVT LTD"
"PKLHON","PURACKAL MOTORS"
"PKMHSS","Heptahives Software Solutions"
"PKRDNG","XETA NETWORKS PRIVATE LIMITED"
"PKSCCB","Prakasam District Co"
"PKSRTC","Directorate of Electronic Delivery of Citizen Services"
"PKTJOB","TIMES INTERNET LIMITED"
"PKTMNY","Adways VC India Private Limited"
"PLAATO","PLATO DigiEducation Private Limited"
"PLABRO","Plabro Networks Pvt Ltd"
"PLADVI","PRABHUDAS LILLADHER PVT. LTD."
"PLALPH","PRABHUDAS LILLADHER PVT. LTD."
"PLANET","PLANET EDUCATION LLP"
"PLATNM","PLATINUM SMS TECHNOLOGIES PROP RAJIV SAINI"
"PLATOO","PLATO DigiEducation Private Limited"
"PLATOR","PLAYTOR CHILDSPACES PRIVATE LIMITED"
"PLATOS","PLATO DigiEducation Private Limited"
"PLAUTO","P L CARS PRIVATE LIMITED"
"PLAYDT","PLAYYDATE"
"PLAYON","Play Games24x7 Pvt. Ltd."
"PLAYOO","TechMash Solutions Private Limited"
"PLAYRM","SKILLWIN TECHNOLOGY PRIVATE LIMITED"
"PLAYSH","Gameskraft Technologies Pvt Ltd"
"PLAYSP","Gameskraft Technologies Pvt Ltd"
"PLAYTR","PLAYTOR CHILDSPACES PRIVATE LIMITED"
"PLBZAR","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"PLCARS","P L CARS PRIVATE LIMITED"
"PLCMNT","Kistone Digital Technology Solutions Private Limited"
"PLCMPN","PINE LABS PRIVATE LIMITED"
"PLDERV","PRABHUDAS LILLADHER PVT. LTD."
"PLDMRE","PALLADIUM AUTOMOTIVE"
"PLEPOS","PINE LABS PRIVATE LIMITED"
"PLFSHN","ADITYA BIRLA FASHION AND RETAIL LIMITED"
"PLICTP","Policyx.com Insurance Web Aggregator Pvt Ltd"
"PLIDEA","PRABHUDAS LILLADHER PVT. LTD."
"PLIKYC","PRABHUDAS LILLADHER PVT. LTD."
"PLILDG","PRAMERICA LIFE INSURANCE LIMITED"
"PLILTD","PRAMERICA LIFE INSURANCE LIMITED"
"PLIPMS","National Informatics Centre Services Inc"
"PLIVAD","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"PLKING","Pepperpotts Developers Pvt ltd"
"PLKSHA","Reimagining Higher Education Foundation"
"PLLATO","PLATO DigiEducation Private Limited"
"PLLYTY","PINE LABS PRIVATE LIMITED"
"PLMOBI","PRABHUDAS LILLADHER PVT. LTD."
"PLMSCS","PAVANRAJE LOKSAMRUDDHI MULTISTATE COOP. CREDIT SOCIETY LTD. OSMANABAD"
"PLNEED","PlusNeed Solutions Private Limited"
"PLNHOL","SEAJIN TECHNOLOGY PRIVATE LIMITED"
"PLNOVA","PINE LABS PRIVATE LIMITED"
"PLOFFR","PINE LABS PRIVATE LIMITED"
"PLPLIN","PRABHUDAS LILLADHER PVT. LTD."
"PLPORT","PRABHUDAS LILLADHER PVT. LTD."
"PLRMY","SKILLWIN TECHNOLOGY PRIVATE LIMITED"
"PLRUMM","SKILLWIN TECHNOLOGY PRIVATE LIMITED"
"PLSETT","PRABHUDAS LILLADHER PVT. LTD."
"PLSKIL","SKILLWIN TECHNOLOGY PRIVATE LIMITED"
"PLSONS","Piare Lal & Sons"
"PLTEAT","PRABHUDAS LILLADHER PVT. LTD."
"PLTECH","PRABHUDAS LILLADHER PVT. LTD."
"PLTINM","PLATINUM SMS TECHNOLOGIES PROP RAJIV SAINI"
"PLTRDE","PRABHUDAS LILLADHER PVT. LTD."
"PLUGIN","PLUG"
"PLUGOO","plugo india pvt ltd"
"PLUGOS","plugo india pvt ltd"
"PLURAL","Maas Infosolutions Private Limited"
"PLUSPT","PLUS POINT"
"PLUTUS","PINE LABS PRIVATE LIMITED"
"PLVTEC","PLV TECHNOLOGIES PRIVATE LIMITED"
"PLXSMS","Maksa Web Solutions Pvt Ltd"
"PLYARN","PLAY ARENA SPORTS AND ADVENTURE PRIVATE LIMITED"
"PLYAZA","MALABAR COMMERCIAL PLAZA PRIVATE LIMITED"
"PLYFLX","One Take Media Co"
"PLYGAM","Play Games24x7 Pvt. Ltd."
"PLYRMY","Airkomm Media Private Limited"
"PLYSHP","Gameskraft Technologies Pvt Ltd"
"PLYWIN","Play Games24x7 Pvt. Ltd."
"PMASMS","National Informatics Centre Services Inc"
"PMAYRD","Ministry of Rural Deveopment"
"PMAYUM","National Informatics Centre Services Inc"
"PMBSMS","National Informatics Centre Services Inc"
"PMCARS","P M CARS PRIVATE LIMITED"
"PMCBLP","Pune Merchants co"
"PMCBNK","PUNJAB AND MAHARASHTRA CO OPERATIVE BANK"
"PMCHEM","Pradhan Madams Chemistry Classes"
"PMEXPT","PMEXPERTS"
"PMFUND","National Informatics Centre Services Inc"
"PMGIFT","National Informatics Centre Services Inc"
"PMGTDR","National Informatics Centre Services Inc"
"PMISMS","National Informatics Centre Services Inc"
"PMISTU","PERIYAR MANIAMMAI INSTITUTE OF SCIENCE AND TECHNOLOGY"
"PMITSS","PARAMOUNT IT SERVICES"
"PMKJOB","Home Job Providers"
"PMKSCN","BUYSMS"
"PMKVJB","Home Job Providers"
"PMKVJO","Home Job Providers"
"PMKVYJ","Home Job Providers"
"PMKVYP","Home Job Providers"
"PMLCSD","PAUL MERCHANTS LTD"
"PMLDMT","PAUL MERCHANTS LTD"
"PMLHLD","PAUL MERCHANTS LTD"
"PMMODI","National Informatics Centre Services Inc"
"PMNAMO","Bharatiya Janata Party"
"PMNRFS","Prime Minister Office"
"PMNSBM","PRAGATI MAHILA NAGRIK SAHAKARI BANK MARYADIT"
"PMOSMS","Prime Minister Office"
"PMPLBB","MEGHBELA CABLE & BROADBAND SERVICES PRIVATE LIMITED"
"PMRYBK","PONMERI SERVICE CO OPERATIVE BANK"
"PMSGEO","Geojit Financial Services Limited"
"PMSIND","PANCHASHEEL MEDICAL SERVICES PRIVATE LIMITED"
"PMSMED","PANCHASHEEL MEDICAL SERVICES PRIVATE LIMITED"
"PMSTEL","P M STEEL TRADERS"
"PMTSMS","PARAMOUNT IT SERVICES"
"PMTYBK","PERUMATTY SERVICE CO OPERATIVE BANK"
"PMVDVK","Tribal Co"
"PNBACS","PUNJAB GRAMIN BANK"
"PNBCCD","PUNJAB NATIONAL BANK"
"PNBCRD","PUNJAB NATIONAL BANK"
"PNBCRM","PUNJAB NATIONAL BANK"
"PNBDBD","PUNJAB NATIONAL BANK"
"PNBGLT","V"
"PNBHFL","PNB Housing Finance Limited"
"PNBHOU","PNB Housing Finance Limited"
"PNBHRD","PUNJAB NATIONAL BANK"
"PNBJNK","PUNJAB NATIONAL BANK"
"PNBLKO","PUNJAB NATIONAL BANK"
"PNBMET","PNB Metlife India Insurance Company Ltd."
"PNBMKT","PUNJAB NATIONAL BANK"
"PNBMPD","PNB Metlife India Insurance Company Ltd."
"PNBOTP","PUNJAB NATIONAL BANK"
"PNBRTS","PUNJAB NATIONAL BANK"
"PNBSMS","PUNJAB NATIONAL BANK"
"PNBTBD","PUNJAB NATIONAL BANK"
"PNCCSS","Assistive Networks and Technologies Pvt Ltd"
"PNCJAL","PREM NARIAN & CO"
"PNDBIZ","PND BUSINESS SOLUTIONS"
"PNDITL","Pandit Travels Booking Centre"
"PNGAAV","AAVANTIKA GAS LIMITED"
"PNGJPL","P N Gadgil Jewellers Pvt Ltd"
"PNGNAL","P N GADGIL"
"PNGSMS","TECHMION SOLUTIONS INDIA PVT LTD"
"PNIDHI","PRATIBHA URBAN NIDHI"
"PNMPAY","PAYSWIFF SOLUTIONS PRIVATE LIMITED"
"PNNCLW","PINNACLEWORKS INFOTECH PRIVATE LIMITED"
"PNNSBL","PADRA NAGAR NAGRIK SAHAKARI BANK LTD."
"PNONEI","PAYSWIFF SOLUTIONS PRIVATE LIMITED"
"PNPRKS","PINE LABS PRIVATE LIMITED"
"PNSBKB","POORNAWADI NAGRIK SAHAKARI BANK MARYADIT BEED"
"PNSBNK","PATAN NAGARIK SAHAKARI BANK LTD"
"PNTACR","PENTACARE POWER PRODUCT"
"POCAPP","NIRDESA NETWORKS PRIVATE LIMITED"
"POCHYD","PARAHIT TECHNOLOGIES LIMITED"
"POCKET","NIRDESA NETWORKS PRIVATE LIMITED"
"POCMLK","Parag Milk Foods LTD"
"PODARS","ANANDILAL & GANESH PODAR SOCIETY"
"PODDAR","ABVM AGRAWAL JATIYA KOSH SETH JUGGILAL PODDAR ACADEMY (ICSE)"
"POGREF","National Informatics Centre Services Inc"
"POGSMH","POONA OBSTETRICS AND GYNAECOLOGICAL SOCIETY"
"POISID","PANASONIC INDIA PRIVATE LIMITED"
"POKDAN","XETA NETWORKS PRIVATE LIMITED"
"POKERD","XETA NETWORKS PRIVATE LIMITED"
"POKERR","NIRDESA NETWORKS PRIVATE LIMITED"
"POKKER","NIRDESA NETWORKS PRIVATE LIMITED"
"POKKET","NIRDESA NETWORKS PRIVATE LIMITED"
"POLBAZ","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLBHI","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLCRE","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLCXX","Sunmatic Technologies Private Limited"
"POLCYH","Policyx.com Insurance Web Aggregator Pvt Ltd"
"POLFIT","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLFLY","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLGOA","National Informatics Centre Services Inc"
"POLGUJ","HOME DEPARTMENT,GOVERNMENT OF GUJARAT"
"POLICA","Policyx.com Insurance Web Aggregator Pvt Ltd"
"POLICE","SOCITY FOR PROMOTION OF VOCATIONAL AND TECHNICAL EDUCATION[SOVTECH]"
"POLICX","Policyx.com Insurance Web Aggregator Pvt Ltd"
"POLICY","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLINS","POLINSYS IMMIGRATION CONSULTANTS PVT LTD"
"POLLCG","National Informatics Centre Services Inc"
"POLLSP","National Informatics Centre Services Inc"
"POLMAN","National Informatics Centre Services Inc"
"POLRAJ","DEPARTMENT OF INFORMATION TECHNOLOGY AND COMMUNICATION"
"POLRIS","POLARIS BUILDCON LLP"
"POLSIL","UMA SOFTWARE SOLUTIONS"
"POLSMS","POLYCAB INDIA LIMITED"
"POLSON","POLSON E BUSINESS"
"POLTRY","POULTRY BAZAAR"
"POLUAE","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLUPP","National Informatics Centre Services Inc"
"POLYBZ","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"POLYMR","PRAVEEN POLYMERS PRIVATE LIMITED"
"PONDER","PONDERNEW IDEAS PRIVATE LIMITED"
"PONDYY","PONDICHERRY MATRIMONY"
"PONLTD","PONDERNEW IDEAS PRIVATE LIMITED"
"PONORE","PONNORE ENTERPRISES LLP"
"PONYUP","PONY UP BEAUTY SERVICES PRIVATE LIMITED"
"POONIA","POONIA ASSOCIATES PRIVATE LIMITED"
"POPCRN","POPCORN INFOTECH PRIVATE LIMITED"
"POPINN","POPIN WEDDING HOUSE"
"POPIOI","POPIO KART"
"POPMRT","POPKART"
"PORDER","ONLINE PERFUMES PRIVATE LIMITED"
"PORSCE","EXTREME MOTORS LLP"
"PORSHE","EXTREME MOTORS LLP"
"PORTAL","National Informatics Centre Services Inc"
"PORTEA","Healthvista India Private limited"
"PORTER","SMARTSHIFT LOGISTICS SOLUTIONS PRIVATE LIMITED"
"PORTON","Roopam"
"POSCOA","POSCO India Processing Center Private Limited"
"POSHAK","POSHAK"
"POSHAN","National Informatics Centre Services Inc"
"POSSMS","Delight IT Solutions"
"POTNXT","POT Services"
"POUCBK","Pochampally Cooperative Urban Bank Ltd."
"POWERL","National Informatics Centre Services Inc"
"POWERN","National Informatics Centre Services Inc"
"POWNGL","DIRECTORATE OF INFORMATION AND TECHNOLOGY"
"PPAMPL","PIYA PASAND ABHUSHAN MANDIR PRIVATE LIMITED"
"PPCBNK","PUNE PEOPLES CO. OP. BANK LTD.PUNE"
"PPFAMF","ACL MOBILE LIMITED"
"PPGDEP","STATE BANK OF INDIA"
"PPIBBI","National Informatics Centre Services Inc"
"PPLCOM","MANASH LIFESTYLE PRIVATE LIMITED"
"PPMHSS","Heptahives Software Solutions"
"PPOOJA","PRAYOSHA FOOD SERVICES PVT LTD"
"PPRBNK","The Pandharpur Urban Co"
"PPRFRY","Trendsutra Platform Services Private Limited"
"PPSCHL","Pawar Public Charitable Trust"
"PPSCRF","PUNJAB PUBLIC SERVICE COMMISSION"
"PPSKTR","Edu Buzz Infotech"
"PPSMSD","PRABHARANI EDUCATIONAL AND CHARITABLE SOCIAL TRUST"
"PPSMSG","Heptahives Software Solutions"
"PPSNDC","Pawar Public Charitable Trust"
"PPSPLJ","PROACTIVE PROFESSIONAL SERVICES PVT LTD"
"PPSPLT","Proficio GeoTechnologies Pvt Ltd"
"PPSRAY","PANIPURI SOFT LIMITED"
"PPSTOR","BUYSMS"
"PPSUNI","P P SAVANI UNIVERSITY"
"PRAAUT","PRANEEL AUTOMOBILES PRIVATE LIMITED"
"PRACTO","PRACTO TECHNOLOGIES PRIVATE LIMITED"
"PRAFHS","PRAGATI FASHIONS PRIVATE LIMITED"
"PRAGYA","PRAGYA CREATION"
"PRAHAR","PRAHAR TECHSOL PVT LTD"
"PRAMNU","MCIIITJEE"
"PRAMUM","PRAGATI FASHIONS PRIVATE LIMITED"
"PRANAY","I Qube"
"PRAPAT","National Informatics Centre Services Inc"
"PRASUZ","PRANEEL AUTOMOBILES PRIVATE LIMITED"
"PRATAG","PRATEEK AGRAWAL"
"PRATEE","PRATEEK JEWELLERS"
"PRAVEN","PRAVEEN POLYMERS PRIVATE LIMITED"
"PRAYAG","PRAYAG POLYMERS PRIVATE LIMITED"
"PRBTAS","Probitas Insurance Brokers Pvt. Ltd."
"PRCDAO","National Informatics Centre Services Inc"
"PRCDNC","THE PRESIDENCY CLUB"
"PRCGSL","National Informatics Centre Services Inc"
"PRCONT","PRECONET TECHNOLOGIES"
"PRCSYA","PURCHASYA"
"PRCTGR","EProcurement Technologies Limited"
"PRCTLY","CORSALITE EDUCATION SERVICES PRIVATE LIMTED"
"PRDSEC","PharmaSecure Product Authentication Services India Private Limited"
"PRDSMS","National Informatics Centre Services Inc"
"PRECIO","PRECIOUS INNOVATIONS LLP"
"PREETI","PREETI"
"PREFIX","prefix soliutions llp"
"PREMIE","PREMIER OPTICALS PRIVATE LTD"
"PREMVT","DEVI COMPUTERS"
"PRENIT","PRENITS INFOSYS PVT LTD"
"PREPCA","PREPCA EDUSERVE PRIVATE LIMITED"
"PREPUP","JAG BROS CONSULTANTS PRIVATE LIMITED"
"PRERNA","ELECTRTONICS AND INFORMATION TECHNOLOGY DEPARTMENT,GOVERNMENT OF ODISHA"
"PRESCC","PRESTIGE ESTATES PROJECTS LTD UNIT"
"PRESEC","National Informatics Centre Services Inc"
"PRESTG","TTK Prestige Ltd"
"PRETEH","PREMIUM TECH"
"PRFCTN","PERFECTION HOUSE EXTN"
"PRFUND","PRUDENT CORPORATE ADVISORY SERVICES LTD"
"PRGATI","Pragati Tours And Travels"
"PRHRTL","PRAHAR TECHSOL PVT LTD"
"PRIBNK","Priyadarshni Nagari Sahakari Bank Ltd Jalna"
