"Header","Principal Entity Name"
"BBLOAN","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBLONE","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBMAPP","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBMOBI","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBMOBL","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBMONY","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBMOVI","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBMPPT","Directorate of Electronic Delivery of Citizen Services"
"BBMTIX","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBNLPL","BANGALORE BROADBAND NETWORK PRIVATE LIMITED"
"BBNNAS","BAL BHARTI"
"BBNSTA","Savis Retail Private Limited"
"BBNUHL","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBNUHM","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBOFFR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBOFRS","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBPERS","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBPINS","Navinchandra Insurance Broking Pvt. Ltd"
"BBPLBT","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBPLON","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBPROF","FUTURE RETAIL LIMITED"
"BBPSPR","edumerge Solutions Private Limited"
"BBQIND","BARBEQUE"
"BBQKCS","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBQN","BARBEQUE"
"BBQNAT","BARBEQUE"
"BBQNTN","BARBEQUE"
"BBQTES","BARBEQUE"
"BBREPO","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBRWRD","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBSCOR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBSCRZ","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBSINT","Candour Systems"
"BBSKOR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBSWYP","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBTRAK","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBTRFR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBUPDT","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBURCR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBURPL","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBYHUG","Brainbees Solutions Private Limited"
"BBYRES","BABY RESIDENCY"
"BBZAAR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZAPP","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZCRD","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZHOM","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZLON","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZOFR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZOTP","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZRCC","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZRCS","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZRCT","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZRHL","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZRPL","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZRPT","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BBZSCR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BCBANK","Bharat Co"
"BCCBBK","THE BHUJ COMMERCIAL CO OPERATIVE BANK LTD"
"BCCBLY","Directorate of Electronic Delivery of Citizen Services"
"BCCBNK","Bhopal Co"
"BCCCBE","BETHEL CITY CATHEDRAL CHARITABLE TRUST"
"BCCLRS","BENNETT COLEMAN & CO LTD"
"BCCOBK","THE BURDWAN CENTRAL CO"
"BCCOSL","BADGABETTU CREDIT CO OP SOC LTD"
"BCENGS","BC Examinations and English Services India Private Limited"
"BCIBLR","THE BANGALORE CITY INSTITUTE"
"BCIPUB","AXESS SOLUTIONS PRIVATE LIMITED"
"BCITSI","Parrot Infosoft Pvt Ltd"
"BCNABH","Concept Hospitality Private Limited"
"BCNAJG","Concept Hospitality Private Limited"
"BCNAUD","Concept Hospitality Private Limited"
"BCNBNO","Concept Hospitality Private Limited"
"BCNCSU","Concept Hospitality Private Limited"
"BCNKMU","Concept Hospitality Private Limited"
"BCNKRA","Concept Hospitality Private Limited"
"BCNPJO","Concept Hospitality Private Limited"
"BCNVLN","Concept Hospitality Private Limited"
"BCOBBK","The Bhagyodaya Co Op Bank Ltd"
"BCOCAA","ATD FINANCIAL SERVICES PRIVATE LIMITED"
"BCPIOO","Directorate of Electronic Delivery of Citizen Services"
"BCPLFR","Directorate of Electronic Delivery of Citizen Services"
"BCPSRV","Directorate of Electronic Delivery of Citizen Services"
"BCRAFT","ARVIND LIMITED"
"BCRBNK","THE BADAGARA CO OPERATIVE RURAL BANK LTD"
"BCRONY","BIZCRONY COMMUNICATIONS"
"BCSIPL","Building Control Solutions I Pvt. Ltd."
"BCUBHO","BHADRADRI CO"
"BCUBNK","THE BALUSSERY CO OPERATIVE URBAN BANK LTD"
"BCWBNG","Directorate of Electronic Delivery of Citizen Services"
"BCWDWB","National Informatics Centre Services Inc"
"BDAGOV","Directorate of Electronic Delivery of Citizen Services"
"BDAYAL","SHIVAM INDUSTRIES"
"BDBIND","BHARAT DIAMOND BOURSE"
"BDCCBK","Belagavi District Central Cooperative Bank Ltd Belagavi"
"BDJTYA","BADJATYA JEWELLERS"
"BDMONT","IndiaIdeas Com Limited"
"BDNPCC","National Informatics Centre Services Inc"
"BDNPCM","Bidhannagar Police Commissionerate"
"BDNSMS","BANDHAN BANK LIMITED"
"BDSHAH","B D Shah Securities Limited"
"BDSIND","BUSINESS DESIGN AND SOLUTION"
"BDSSCS","BHAV DIST SECONDARY SCHOOL EMP CREDIT & CONSUMER CO OP SOC LIMITED"
"BDYCKP","Airkomm Media Private Limited"
"BDYSHP","Quest Retail Private Limited"
"BEACON","B"
"BEAMTR","The Bombay Master Printers Association"
"BEATDM","BEAT MOBILE"
"BEAVER","BEAVER INFRATECH"
"BEDADM","SD ARYA EDUCATIONAL SOCIETY"
"BEDREJ","BEDRE SARAF"
"BEECAB","BEECABS INDIA PVT LTD"
"BEGUBK","The Begusarai Central Cooprative Bank Limited"
"BELLIS","PANARIAGROUP INDIA INDUSTRIES CERAMICHE PVT LTD"
"BELLSO","BELLS OVERSEAS"
"BELVSH","BELVISH INTERNATIONAL"
"BEMLHQ","BEML Ltd"
"BENAKA","TICKETGOOSE COM INDIA PRIVATE LIMITED"
"BENETG","Bennett University"
"BENETU","Bennett University"
"BENHIL","LOFTY TECHNOLOGIES PVT LTD."
"BENHSB","Believeit Technologies Pvt Ltd"
"BENOWD","CASHLESS TECHNOLOGIES INDIA PVT. LTD."
"BENSYS","BEANOTIC SYSTEMS"
"BENTTN","BENETTON INDIA PRIVATE LIMITED"
"BERARF","BERAR FINANCE LIMITED"
"BERGER","BERGER PAINTS INDIA LIMITED"
"BERGRP","BERGER PAINTS INDIA LIMITED"
"BESCHL","UMA SOFTWARE SOLUTIONS"
"BESCOM","Directorate of Electronic Delivery of Citizen Services"
"BESGYA","SAVARNA CLOUDTECH PVT LTD"
"BESNNU","KG DIGITAL SOLUTIONS"
"BESTCA","BEST CAPITAL SERVICES LIMITED"
"BESTCB","BEST CLUB"
"BESTDL","BESTDEAL MACHINERIES PRIVATE LIMITED"
"BESTSM","MUNICIPAL CORPORATION OF GREATER MUMBAI"
"BESTWB","BestWebs Solution"
"BETDBK","The National Central Cooperative Bank Ltd"
"BETHNY","edumerge Solutions Private Limited"
"BETSCH","BEML III STAGE HEALTH EDUCATIONAL AND CHARITABLE TRUST"
"BETTRF","Mvalu Technology Services Private LImited"
"BEUNTD","Co Op Technoserve"
"BEUSLN","GINGERPAN SWAPCART PRIVATE LIMITED"
"BEVCOQ","Faircode Technologies Pvt Ltd"
"BEWGLE","BEWGLE TECHNOLOGIES PRIVATE LIMITED"
"BEWKUF","Bewakoof Brands PVT LTD"
"BEYSMS","BUYSMS"
"BFABBK","Bright Future Academy"
"BFCTRY","FUTURE LIFESTYLE FASHIONS LIMITED"
"BFDLBK","FINWIZARD TECHNOLOGY PRIVATE LIMITED"
"BFDLPS","BAJAJ FINSERV DIRECT LTD."
"BFDLTS","BAJAJ FINSERV DIRECT LTD."
"BFHSSD","KG DIGITAL SOLUTIONS"
"BFILAC","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILCS","STRIKER SOFT SOLUTIONS PVT LTD"
"BFILDP","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILFD","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILHD","STRIKER SOFT SOLUTIONS PVT LTD"
"BFILHO","STRIKER SOFT SOLUTIONS PVT LTD"
"BFILIN","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILLB","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILLC","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILMF","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILMS","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILMV","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILSI","BHARAT FINANCIAL INCLUSION LIMITED"
"BFILTD","BHARAT FINANCIAL INCLUSION LIMITED"
"BFLADC","BAJAJ FINANCE LIMITED"
"BFLRCU","BAJAJ FINANCE LIMITED"
"BFNANC","Kavya Digital Marketing"
"BFNSRV","BAJAJ FINSERV DIRECT LTD."
"BFONLN","FUTURE LIFESTYLE FASHIONS LIMITED"
"BFPBMR","Future Corporate Resources Private Limited"
"BFSCHL","Falak Education Society"
"BFSLLD","BgSE Financials Limited"
"BFSLSC","BAJAJ FINANCIAL SECURITIES LIMITED"
"BFSNRV","BAJAJ FINSERV DIRECT LTD."
"BFUOSM","EMBEDDED CONTROL SYSTEMS"
"BGATSR","BIJU GEORGE AND ASSOCIATES"
"BGBRKL","BRIGADE ENTERPRISES LIMITED"
"BGBWLT","BIGBFRESHSTORE"
"BGCASH","Witzeal Technologies Pvt Ltd"
"BGELDO","BRIGADE ENTERPRISES LIMITED"
"BGENIE","PONCHO HOSPITALITY PRIVATE LIMITED"
"BGGBXX","ACL MOBILE LIMITED"
"BGGMPY","FINANCIAL SOFTWARE AND SYSTEMS PRIVATE LIMITED"
"BGKING","BURGER KING INDIA LIMITED"
"BGLGAS","BHAGYANAGAR GAS LIMITED"
"BGMITS","BELGAUM ONLINE IT SOLUTIONS"
"BGPESA","NAZARA PRO GAMING PRIVATE LIMITED"
"BGPMAL","SS IT services Pvt ltd"
"BGSHFT","INFO EDGE (INDIA) LIMITED"
"BGSHON","Bhopal Garage and Service Station"
"BGVBNK","United Bank Of India"
"BGVCBS","United Bank Of India"
"BHABHR","THE BHABHAR VIBHAG NAGRIK SAHAKARI BANK LTD"
"BHADAR","THE BHADRAN PEOPLES CO"
"BHAGNI","BHAGINI NIVEDITA SAHAKARI BANK LTD PUNE"
"BHAGRI","BHARATI AGRI"
"BHAICH","Nikunj mahendra Gadhiya"
"BHAINF","BHASH SOFTWARE LABS"
"BHAJNL","BHAJANLAL COMMERCIAL PVT. LTD."
"BHAMAA","DEPARTMENT OF INFORMATION TECHNOLOGY AND COMMUNICATION"
"BHARAT","National Informatics Centre Services Inc"
"BHARTH","Kavya Digital Marketing"
"BHARTI","BHARATI AGRI"
"BHARTM","BHARAT MARCHANT CHAMBER"
"BHARTR","Bharat Travels"
"BHASCC","Bhasin Custom Clothing Pvt. Ltd."
"BHASHD","BHASH SOFTWARE LABS"
"BHASKR","D B CORP LTD"
"BHASUZ","BHARAT AUTO AGENCIES PRIVATE LIMITED"
"BHATIA","Bhatia Traders"
"BHATRA","BHARAT AUTO AGENCIES PRIVATE LIMITED"
"BHAVITHA","BHAVITHA JUNIOR COLLEGE"
"BHAVNI","BHAVANI ENTERPRISE"
"BHCSMS","National Informatics Centre Services Inc"
"BHELHW","BHARAT HEAVY ELECTRICALS LIMITED"
"BHELPF","BHARAT HEAVY ELECTRICALS LIMITED"
"BHGINI","BHAGINI NIVEDITA SAHAKARI BANK LTD PUNE"
"BHGVTI","BHAGVATI PARCEL"
"BHGVTY","Bhagavati Mobile"
"BHGWTI","BHAGWATI SILK HERITAGE"
"BHIMAD","BHIMA LIFESCIENCES LLP"
"BHIMAL","BHIMA LIFESCIENCES LLP"
"BHLBBK","Bhopal Co"
"BHOGRA","KRC REAL ESTATE PVT LTD"
"BHOLAS","PATHWAY RECHARGE"
"BHOOMI","bhoomi gold palace"
"BHPGAS","BARHATE GAS SERVICES"
"BHRATR","Bharat Travels"
"BHRCFM","SRI AUROBINDO INSTITUTE OF MEDICAL SCIENCES"
"BHRCTD","DEPARTMENT OF INFORMATION AND TECHNOLOGY BIHAR"
"BHRDBK","THE BIHAR STATE COOPERATIVE BANK LTD."
"BHRGOV","DEPARTMENT OF INFORMATION AND TECHNOLOGY BIHAR"
"BHRKJJ","DEVI COMPUTERS"
"BHROUZ","Rebel Foods Pvt Ltd"
"BHRSDM","MAHARASHTRA KNOWLEDGE CORPORATION LIMITED"
"BHRTGP","BHARAT INSECTICIDES LIMITED"
"BHRTPE","Resilient Innovations Private Limited"
"BHSERV","BHARAT AUTO AGENCIES PRIVATE LIMITED"
"BHSIEL","SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED"
"BHSKAR","D B CORP LTD"
"BHSKYM","ZoftSolutions Private Limited"
"BHSSKY","ZoftSolutions Private Limited"
"BHTARA","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"BHUBNK","BHILWARA URBAN COOPERATIVE BANK LTD"
"BHUENT","SAKSHI SOFTWARE"
"BHUJBK","THE BHUJ COMMERCIAL CO OPERATIVE BANK LTD"
"BHUMIK","BHUMIKA ENTERPRISES PRIVATE LIMITED"
"BHUPES","ASHRAY CLINIC"
"BHUPPI","WEBSPLAYER"
"BHVSTL","BHAVISHYA TECHNOLOGIES"
"BHVUNI","MAHARAJA KRISHNAKUMARSINHJI BHAVNAGAR UNIVESITY"
"BHVYSA","National Informatics Centre Services Inc"
"BIALKA","Bangalore International Airport Limited"
"BIBAIN","BIBA APPARELS PRIVATE LIMITED"
"BICASH","Witzeal Technologies Pvt Ltd"
"BIDKRO","MJS BIDKARO SERVICES PVT LTD"
"BIGBAG","BIGBAG POLYMER PVT. LTD"
"BIGBFS","BIGBFRESHSTORE"
"BIGBKT","Supermarket Grocery Supplied Private Limited"
"BIGBRO","BIGBROTHER NUTRA CARE PVT LTD"
"BIGBZR","FUTURE RETAIL LIMITED"
"BIGCAS","Witzeal Technologies Pvt Ltd"
"BIGHAT","BigHaat Agro Pvt Ltd"
"BIGOTV","BIGO SERVICE INDIAN PRIVATE LIMITED"
"BIGSMS","MTALKZ MOBILITY SERVICES PRIVATE LIMITED"
"BIGVCL","BIGV TELECOM PRIVATE LIMITED"
"BIGWIT","Bigwit Energy Pvt Ltd"
"BIHAAP","Kistone Digital Technology Solutions Private Limited"
"BIHSMS","National Informatics Centre Services Inc"
"BIJILI","National Informatics Centre Services Inc"
"BIJLIP","SKILWORTH TECHNOLOGIES PRIVATE LIMITED"
"BIJLPY","SKILWORTH TECHNOLOGIES PRIVATE LIMITED"
"BIJNIS","Bizcrum Infotech Private Limited"
"BIJPAY","SKILWORTH TECHNOLOGIES PRIVATE LIMITED"
"BIKABV","BIKANERVALA INTERNATIONAL"
"BIKACM","BIKANERVALA INTERNATIONAL"
"BIKAGK","BIKANERVALA INTERNATIONAL"
"BIKALN","BIKANERVALA INTERNATIONAL"
"BIKANE","BIKANERVALA INTERNATIONAL"
"BIKANO","BIKANERVALA INTERNATIONAL"
"BIKANR","BIKANERVALA INTERNATIONAL"
"BIKAVL","BIKANERVALA INTERNATIONAL"
"BIKEDK","Girnar software Private limited"
"BIKWAL","MXC Solutions India Private Limited"
"BILATH","Bata India Limited"
"BILBNK","The Bailhongal Urban Co"
"BILDSK","IndiaIdeas Com Limited"
"BILING","Delight IT Solutions"
"BILLAP","STWIN SPARX PRIVATE LIMITED"
"BILLDE","IndiaIdeas Com Limited"
"BILLJN","V"
"BILLST","RAUNAK WEBS"
"BILSMS","Delight IT Solutions"
"BILWAA","BILWA BUSINESS SOLUTIONS"
"BILWAG","BILWA BUSINESS SOLUTIONS"
"BILWAN","BILWA BUSINESS SOLUTIONS"
"BILWAS","BILWA BUSINESS SOLUTIONS"
"BILWAT","BILWA BUSINESS SOLUTIONS"
"BIMAKR","DJT INSURANCE BROKERS PRIVATE LIMITED"
"BIMALL","BIMAL AUTO AGENCY INDIA PRIVATE LIMITED"
"BIMSHI","National Informatics Centre Services Inc"
"BIMULN","Bijapur co operative milk producers societies union limited"
"BINDAL","CITALDEL TRADECOM PRIVATE LIMITED"
"BINDRA","Bada Business Private Limited"
"BINDUD","BINDU DIAGNOSTICS PVT LTD"
"BIOCON","BIOCON LIMITED"
"BIOMET","BUYSMS"
"BIOWEL","BIOWELL UNIVERSE PVT LTD"
"BIRDFI","Propeller Solutions Pvt. Ltd."
"BIRDIN","BIRD AIRPORT HOTEL PVT LTD"
"BIRTJK","National Informatics Centre Services Inc"
"BISLRI","BELGAUM ONLINE IT SOLUTIONS"
"BISMIC","BISMI CONNECT PRIVATE LIMITED"
"BISTCS","TATA Consultancy Services Ltd"
"BITLAA","BITLA SOFTWARE PRIVATE LIMITED"
"BITPNQ","Indecab Technology Services Pvt. Ltd."
"BITSPL","BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE"
"BIWACB","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWACH","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWACL","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWBIW","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWBKK","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWBRS","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWBST","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWCAC","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWCCC","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWCCO","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWCKE","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWCNL","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWCON","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWCTL","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWDAL","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWDLM","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWDLP","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWDTD","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWEDR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWEGV","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWEND","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWFHG","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWFLH","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWFTL","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWFTR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWFUT","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWFYH","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWHLS","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWHSA","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWIBR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWITB","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWITR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWKGL","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWKKB","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWKKP","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWKLC","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWKOH","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWLSA","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWMBO","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWMBR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWMHN","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWMIC","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWMLN","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWMRT","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWORD","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWPCB","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWPCL","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWPRC","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWRRE","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWRRW","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWRSH","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWRWR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWSKG","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWSKS","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWSOS","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWSSF","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWSST","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWSTK","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTCP","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTEP","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTGP","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTLP","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTML","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTMO","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTMR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWTOP","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWWBR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWWBS","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWWPR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWYAR","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWYNA","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIWYRA","BI WORLDWIDE INDIA PRIVATE LIMITED"
"BIYANI","BIYANI TECHNOLOGIES PVT LTD"
"BIZCON","Bizcon Fintech Labs Private Limited"
"BIZDMO","Go Digit General Insurance Limited"
"BIZFIN","121 Finance Private Limited"
"BIZSMS","VK VENTURE PRIVATE LIMITED"
"BJAJFS","Bajaj Auto limited"
"BJAZGI","BAJAJ ALLIANZ GENERAL INSURANCE COMPANY LIMITED"
"BJAZLI","Bajaj Allianz Life Insurance Company Limited"
"BJCSPT","BHAVITHA JUNIOR COLLEGE"
"BJINFO","B. J Infotech"
"BJLPAY","SKILWORTH TECHNOLOGIES PRIVATE LIMITED"
"BJMCAD","B J MEDICAL COLLEGE AHMEDABAD"
"BJPANI","Bharatiya Janata Party"
"BJPAPD","Bharatiya Janata Party"
"BJPARP","Bharatiya Janata Party"
"BJPASM","Bharatiya Janata Party"
"BJPAWD","Bharatiya Janata Party"
"BJPBIH","Bharatiya Janata Party"
"BJPBRJ","Bharatiya Janata Party"
"BJPCDH","Bharatiya Janata Party"
"BJPCHH","Bharatiya Janata Party"
"BJPCMC","Bharatiya Janata Party"
"BJPCON","Bharatiya Janata Party"
"BJPDEL","Bharatiya Janata Party"
"BJPDND","Bharatiya Janata Party"
"BJPDNH","Bharatiya Janata Party"
"BJPGKP","Bharatiya Janata Party"
"BJPGOA","Bharatiya Janata Party"
"BJPGUJ","Bharatiya Janata Party"
"BJPHAR","Bharatiya Janata Party"
"BJPHPD","Bharatiya Janata Party"
"BJPHQO","Bharatiya Janata Party"
"BJPJHA","Bharatiya Janata Party"
"BJPJNK","Bharatiya Janata Party"
"BJPKAR","Bharatiya Janata Party"
"BJPKER","Bharatiya Janata Party"
"BJPKNP","Bharatiya Janata Party"
"BJPLDK","Bharatiya Janata Party"
"BJPLDP","Bharatiya Janata Party"
"BJPLOK","Bharatiya Janata Party"
"BJPMAH","Bharatiya Janata Party"
"BJPMED","Bharatiya Janata Party"
"BJPMEG","Bharatiya Janata Party"
"BJPMEM","Bharatiya Janata Party"
"BJPMIZ","Bharatiya Janata Party"
"BJPMNP","Bharatiya Janata Party"
"BJPMPS","Bharatiya Janata Party"
"BJPMSG","Bharatiya Janata Party"
"BJPNLD","Bharatiya Janata Party"
"BJPODI","Bharatiya Janata Party"
"BJPOTP","Bharatiya Janata Party"
"BJPPHO","Bharatiya Janata Party"
"BJPPNB","Bharatiya Janata Party"
"BJPPUD","Bharatiya Janata Party"
"BJPRAJ","Bharatiya Janata Party"
"BJPRJS","Bharatiya Janata Party"
"BJPSIK","Bharatiya Janata Party"
"BJPSRL","Bharatiya Janata Party"
"BJPTEL","Bharatiya Janata Party"
"BJPTND","Bharatiya Janata Party"
"BJPTRI","Bharatiya Janata Party"
"BJPUKD","Bharatiya Janata Party"
"BJPUSR","Bharatiya Janata Party"
"BJPUTP","Bharatiya Janata Party"
"BJPVOL","Bharatiya Janata Party"
"BJPWBG","Bharatiya Janata Party"
"BJPWEB","Bharatiya Janata Party"
"BJPWUP","Bharatiya Janata Party"
"BJSALE","Bizcrum Infotech Private Limited"
"BJSHOE","Bizcrum Infotech Private Limited"
"BJYMGJ","Kavya Digital Marketing"
"BJYMHO","Bharatiya Janata Party"
"BKARMA","BUSINESS KARMA SOLUTIONS LLP"
"BKBANK","THE BANASKANTHA DISTRICT CENTRAL CO"
"BKBAZR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BKBMLL","BIJAY KUMAR & BROTHERS"
"BKBZAR","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"BKCFSL","BKC WEATHERSYS PVT. LTD."
"BKDENA","Dena Bank"
"BKINGO","FA GIFTS PRIVATE LIMITED"
"BKMEET","BOOKNMEET"
"BKMEIN","Aadya Webservices Pirvate Limited."
"BKNG","BURGER KING INDIA LIMITED"
"BKNMUJ","BHAKTA KAVI NARSINH MEHTA UNIVERSITY"
"BKPNSB","POORNAWADI NAGRIK SAHAKARI BANK MARYADIT BEED"
"BKRDCC","RATNAGIRI DISTRICT CENTRAL CO"
"BKSIND","BULK SMS INDIA"
"BKTCUK","National Informatics Centre Services Inc"
"BKUNIV","MEGA CALIBRE ENTERPRISES PRIVATE LIMITED"
"BLALAB","DR B LAL CLINICAL LABORATORY PRIVATE LIMITED"
"BLAVIE","BAGZONE LIFESTYLES PRIVATE LIMITED"
"BLAZER","CYTON MV PRIVATE LIMITED"
"BLBUZZ","CELLTICK MOBILE MEDIA (INDIA) PRIVATE LIMITED"
"BLCORP","National Informatics Centre Services Inc"
"BLDATA","DATA INGENIOUS GLOBAL LIMITED"
